Acropore_branched,Acropore_digitised,Acropore_tabular,Algae_assembly,Algae_limestone,Algae_sodding,Dead_coral,Fish,Human_object,Living_coral,Millepore,No_acropore_encrusting,No_acropore_massive,No_acropore_sub_massive,Rock,Sand,Scrap,Sea_cucumber,Syringodium_isoetifolium,Thalassodendron_ciliatum,Useless
0.56,0.48,0.95,0.33,0.88,0.51,0.66,0.4,0.2,0.34,0.34,0.1,0.15,0.16,0.34,0.63,0.07,0.38,0.54,0.23,0.16
